Name,Neighborhood,Category,Address,GooglePlaceID
"Ronnie's Diner","Del Rey","eat","",ChIJ6Z6W4Ha6woARMjTJ8EzTJpA
"Rory Fashion","Downtown Los Angeles","eat","",ChIJATzRP83HwoARoVm_g_CGeCM
"Rory Fashion","","","",ChIJATzRP83HwoARoVm_g_CGeCM
"Royal Lobster LA","Koreatown","eat","",ChIJk4nvq9-5woARwK1RG8aP2ZY
"Royal Lobster LA","","","",ChIJk4nvq9-5woARwK1RG8aP2ZY
"Rustic Canyon","","","",ChIJVSrXF8qkwoARXxeoyWyDrHk
"Rustic Canyon","Wilshire Montana","eat","",ChIJVSrXF8qkwoARXxeoyWyDrHk
"Rusty Pot Café","Inglewood","coffee","",ChIJcZjf9AG3woARtuMPblEtqpE
"Rusty Pot Café","","","",ChIJcZjf9AG3woARtuMPblEtqpE
"RVR","","","",ChIJZ1pkfgC7woARjdvLWPbggwg
"RVR","Venice","eat","",ChIJZ1pkfgC7woARjdvLWPbggwg
"Sakae Sushi","","","",ChIJP7TQi4G1woARf84immqdMm8
"Sakae Sushi","Gardena","eat","",ChIJP7TQi4G1woARf84immqdMm8
"Sakura-Ya","Gardena","eat","",ChIJIdydu3m1woARYwz2fP82mV8
"Sakura-Ya","","","",ChIJIdydu3m1woARYwz2fP82mV8
"Santa Canela","","","",ChIJowrYmMLFwoARfBaOlCGmRNk
"Santa Canela","Highland Park","bakery","",ChIJowrYmMLFwoARfBaOlCGmRNk
"Sarita's Pupuseria","Downtown Los Angeles","eat","",ChIJqX-Yk0vGwoARrZJbkvesnxo
"Savta","Fairfax","eat","",ChIJB0vwhQO5woAR4_iegn7UzHY
"Savta","","","",ChIJB0vwhQO5woAR4_iegn7UzHY
"Sea Harbour Seafood Restaurant","","","",ChIJ_TQYZY_awoARAjrVzsNYoYo
"Sea Harbour Seafood Restaurant","Rosemead","eat","",ChIJ_TQYZY_awoARAjrVzsNYoYo
"Seco","","","",ChIJqXVPrFnHwoARHRmEYTHmXzw
"Senia","","","",ChIJRZadjXNuAHwRQ0l2_ic2glc
"Senia","Downtown","eat","",ChIJRZadjXNuAHwRQ0l2_ic2glc
"Seong Buk Dong","","","",ChIJO9M6hXzHwoAR0cimcXbbsy4
"Seong Buk Dong","Koreatown","eat","",ChIJO9M6hXzHwoAR0cimcXbbsy4
"Shin-Sen-Gumi Chanko - Gardena","Northeast Torrance","eat","",ChIJYXlDmly1woARVpq1PRCkZds
"Shin-Sen-Gumi Chanko - Gardena","","","",ChIJYXlDmly1woARVpq1PRCkZds
"Shin-Sen-Gumi Shabu-Shabu","Gardena","eat","",ChIJtfuvH2S1woARUaGqUzTjET0
"Shin-Sen-Gumi Shabu-Shabu","","","",ChIJtfuvH2S1woARUaGqUzTjET0
"Shins Pizza","Northeast Los Angeles","eat","",ChIJ4QeDUEjHwoARz0_6tHgpwNM
"Shins Pizza","","","",ChIJ4QeDUEjHwoARz0_6tHgpwNM
"Shirubē","","","",ChIJkZvbH36lwoARn7gRx2v_cjQ
"Shirubē","Downtown","eat","",ChIJkZvbH36lwoARn7gRx2v_cjQ
"Si! Mon","Venice","eat","",ChIJxyDoj5u7woARttWkJDjVa7g
"Si! Mon","","","",ChIJxyDoj5u7woARttWkJDjVa7g
"Sichuan Impression","","","",ChIJMUDoKhLFwoARnf9iE98ouYc
"Sichuan Impression","Alhambra","eat","",ChIJMUDoKhLFwoARnf9iE98ouYc
"Sichuan Impression","","","",ChIJMUDoKhLFwoARnf9iE98ouYc
"Sichuan Impression","Westwood","eat","",ChIJMUDoKhLFwoARnf9iE98ouYc
"Sichuan Impression 锦城里","","","",ChIJMUDoKhLFwoARnf9iE98ouYc
"Sichuan Impression 锦城里","City of Industry","eat","",ChIJMUDoKhLFwoARnf9iE98ouYc
"Sichuan Spicy Bay","Alhambra","eat","",ChIJcxuq11XbwoARM8nrTy-mvds
"Sichuan Spicy Bay","","","",ChIJcxuq11XbwoARM8nrTy-mvds
"Sichuan Street Food (当代川菜)","","","",ChIJl0m1nhrDwoARxSbYtqUcEq4
"Sichuan Street Food (当代川菜)","Pasadena","eat","",ChIJl0m1nhrDwoARxSbYtqUcEq4
"Side Street Inn On Da Strip","","","",ChIJ_cwZoYBtAHwRI6Ykbv5JdqY
"Side Street Inn On Da Strip","Diamond Head / Kapahulu / St. Louis Heights","stay","",ChIJ_cwZoYBtAHwRI6Ykbv5JdqY
"Simply Wholesome","","","",ChIJSwdnhnC3woAR_f2MCa7ftaE
"Simply Wholesome","South Los Angeles","eat","",ChIJSwdnhnC3woAR_f2MCa7ftaE
"Smoke and Fire Social Eatery","","","",ChIJkdWfiXLNwoAR-SbXAoYIckc
"Smoke and Fire Social Eatery","Paramount","eat","",ChIJkdWfiXLNwoAR-SbXAoYIckc
"Somerville","South Los Angeles","eat","",ChIJ1_u02zi3woARqK7EFUz_Y4s
"Somerville","","","",ChIJ1_u02zi3woARqK7EFUz_Y4s
"Sonido Del Valle","Central LA","eat","",ChIJOaW0xw7GwoARFuGAcZtCKtM
"Sonido Del Valle","","","",ChIJOaW0xw7GwoARFuGAcZtCKtM
"South LA Cafe","South Los Angeles","coffee","",ChIJbS0cGVO5woARaBf0Grhvoj0
"South LA Cafe","","","",ChIJbS0cGVO5woARaBf0Grhvoj0
"Spartina","Fairfax","eat","",ChIJYX7WCtO-woAR553fj8LNDag
"Spartina","","","",ChIJYX7WCtO-woAR553fj8LNDag
"Spina","","","",ChIJI7udFD_BwoARt7uoEa_1d_8
"Spina","Northeast Los Angeles","eat","",ChIJI7udFD_BwoARt7uoEa_1d_8
"SteelCraft Long Beach","","","",ChIJlQAcPZoz3YARdBWbP1WKSQs
"SteelCraft Long Beach","California Heights","eat","",ChIJlQAcPZoz3YARdBWbP1WKSQs
"Stir Crazy","Melrose","eat","",ChIJ7WIEQcq5woAR0RM_28q5Kz0
"Stir Crazy","","","",ChIJ7WIEQcq5woAR0RM_28q5Kz0
"Stuff I Eat","Inglewood","eat","",ChIJmRhHWAG3woARiXvgvI05iJo
"Stuff I Eat","","","",ChIJmRhHWAG3woARiXvgvI05iJo
"Sunday Gravy","","","",ChIJh4nD6y-3woARL7c-WEyafEc
"Sunday Gravy","Inglewood","eat","",ChIJh4nD6y-3woARL7c-WEyafEc
"Sunnin Lebanese Cafe","","","",ChIJN0WJzYK7woARRbo3UQKTLh8
"Sunnin Lebanese Cafe","Westwood","coffee","",ChIJN0WJzYK7woARRbo3UQKTLh8
"Surfas Culinary District","","","",ChIJQ-Lg3IO5woARDDmecH931Yc
"Surfas Culinary District","Arlington Heights","eat","",ChIJQ-Lg3IO5woARDDmecH931Yc
"Sushi Ike","","","",ChIJCdoAnUe_woARiuvfyHmW_MA
"Sushi Ike","Central LA","eat","",ChIJCdoAnUe_woARiuvfyHmW_MA
"Sushi n Matcha Sho","Fairfax","eat","",ChIJZVNvUDW_woARM1hwZfXjnJw
"Sushi n Matcha Sho","","","",ChIJZVNvUDW_woARM1hwZfXjnJw
"Sushi Sonagi","","","",ChIJiQId4c21woAR7Na-g3TATdA
"Sushi Sonagi","Gardena","eat","",ChIJiQId4c21woAR7Na-g3TATdA
"Sushi Takeda","","","",ChIJZZ-jjkjGwoARk89p24EJYwo
"Sushi Takeda","Downtown Los Angeles","eat","",ChIJZZ-jjkjGwoARk89p24EJYwo
"Sushi Tama","Central LA","eat","",ChIJNyucS3m_woARUKtQB__4rpY
"Sushi Tama","","","",ChIJNyucS3m_woARUKtQB__4rpY
"Sweet Rice","Gardena","eat","",ChIJA1Tcvf21woAR1ZaqxOxjUWE
"Sweet Rice","","","",ChIJA1Tcvf21woAR1ZaqxOxjUWE
"Tacos Don Goyo","","","",ChIJa9sIFQrSwoARQIhdM_567W8
"Tacos Fenix (Fish & Shrimp)","","","",ChIJYblmQ3qS2IARnjZgt4i08d0
"Tacos Fenix (Fish & Shrimp)","Obrera","eat","",ChIJYblmQ3qS2IARnjZgt4i08d0
"Tam's Noodle House","","","",ChIJ3V6g2-zbwoAR1t9P_QrSF_E
"Tam's Noodle House","San Gabriel","eat","",ChIJ3V6g2-zbwoAR1t9P_QrSF_E
"Tamalería La Doña","East Compton","eat","",ChIJ6Ssg7L3MwoARZTkRLVKpjk4
"Tamalería La Doña","","","",ChIJ6Ssg7L3MwoARZTkRLVKpjk4
"Taormina Sicilian Cuisine","","","",ChIJ5W-jcHVyAHwRaGm6iJsz26Y
"Taormina Sicilian Cuisine","Waikiki","eat","",ChIJ5W-jcHVyAHwRaGm6iJsz26Y
"Taqueria Frontera","Northeast Los Angeles","eat","",ChIJq-wlGADHwoARfnCcqPOh9Jw
"Taqueria Frontera","","","",ChIJq-wlGADHwoARfnCcqPOh9Jw
"Taqueria Vista Hermosa","South Los Angeles","eat","",ChIJGyYzkgrIwoAR5zXwQ4j0tCM
"Taqueria Vista Hermosa","","","",ChIJGyYzkgrIwoAR5zXwQ4j0tCM
"Taste of Tehran Restaurant","","","",ChIJOVpDZ5y7woARXY_mVBj2V_A
"Taste of Tehran Restaurant","West Los Angeles","eat","",ChIJOVpDZ5y7woARXY_mVBj2V_A
"TAVERNA at The Mar Vista","Mar Vista","eat","",ChIJgUepbVy6woARRs_aeOlq2bM
"TAVERNA at The Mar Vista","","","",ChIJgUepbVy6woARRs_aeOlq2bM
"The Apple Pan","","","",ChIJyWIAM727woARCh0VBNP7GsU
"The Apple Pan","West Los Angeles","eat","",ChIJyWIAM727woARCh0VBNP7GsU
"The Arthur J","","","",ChIJxanJrOyzwoARK-SmTA4f2vM
"The Arthur J","","","",ChIJxanJrOyzwoARK-SmTA4f2vM
"The Arthur J","Manhattan Beach","drinks","",ChIJxanJrOyzwoARK-SmTA4f2vM
"The Bazaar by Jose Andres","Central LA","eat","",ChIJ69zJpE65woARW1hTfn5h6qQ
"The Bazaar by Jose Andres","","","",ChIJ69zJpE65woARW1hTfn5h6qQ
"The Beet Box Cafe","Kailua","coffee","",ChIJNzd-ddsUAHwR1825q6hd3dI
"The Beet Box Cafe","","","",ChIJNzd-ddsUAHwR1825q6hd3dI
"The Belasco","Downtown Los Angeles","eat","",ChIJT359ZcnHwoARlzqycZrBhdc
"The Belasco","","","",ChIJT359ZcnHwoARlzqycZrBhdc
"The Blue Hole Restaurant Belizean Caribbean Cuisine","Gardena","eat","",ChIJy5qjlS21woARjQnLuU-0cac
"The Blue Hole Restaurant Belizean Caribbean Cuisine","","","",ChIJy5qjlS21woARjQnLuU-0cac
"The Breakers Palm Beach","","","",ChIJZcTxw5DW2IgREnhgYXc3igo
"The Breakers Palm Beach","Palm Beach","eat","",ChIJZcTxw5DW2IgREnhgYXc3igo
"The Brixton","","","",ChIJez9qdxe7woARmfzhJtlXAlU
"The Brixton","Pico","eat","",ChIJez9qdxe7woARmfzhJtlXAlU
"The Brothers Sushi Culver City","Downtown","eat","",ChIJd7kHztK7woART3cidqv8Pdg
"The Brothers Sushi Culver City","","","",ChIJd7kHztK7woART3cidqv8Pdg
"The Cheese Store of Beverly Hills","Beverly Hills","purveyors","",ChIJMd3gmQe8woAR9A6FRbhXHoo
"The Cheese Store of Beverly Hills","","","",ChIJMd3gmQe8woAR9A6FRbhXHoo
"The Chori-Man","","","",ChIJPRGMf9U33YARy1qrykl9h54
"The Chori-Man","San Pedro","eat","",ChIJPRGMf9U33YARy1qrykl9h54
"The Crawford Hotel","","","",ChIJLzjzCcN4bIcR6Rns-LU8ylI
"The Crawford Hotel","Union Station","stay","",ChIJLzjzCcN4bIcR6Rns-LU8ylI
"The Factory Kitchen","Downtown Los Angeles","eat","",ChIJKdvOsiTGwoAROdFrQHvqplE
"The Factory Kitchen","","","",ChIJKdvOsiTGwoAROdFrQHvqplE
"The Framing House Design","Central LA","eat","",ChIJFeM81ArHwoAR9SNjAxInqOQ
"The Framing House Design","","","",ChIJFeM81ArHwoAR9SNjAxInqOQ
"The Italian Deli Co.","","","",ChIJDRr7EADDwoARWHde6ATKIQs
"The Italian Deli Co.","Pasadena","eat","",ChIJDRr7EADDwoARWHde6ATKIQs
"The Living Room","South Los Angeles","eat","",ChIJS5wbZE-4woARBY_Nm0cG4aA
"The Living Room","","","",ChIJS5wbZE-4woARBY_Nm0cG4aA
"The MEETING SPOT","South Los Angeles","eat","",ChIJXwhVbgC3woARkXQPlQYCoPI
"The MEETING SPOT","","","",ChIJXwhVbgC3woARkXQPlQYCoPI
"The Mulberry LA","Sawtelle","drinks","",ChIJvbXCwSC7woARm0oGgY3osgM
"The Mulberry LA","","","",ChIJvbXCwSC7woARm0oGgY3osgM
"The Original Rinaldi's Deli and Cafe","Westchester","coffee","",ChIJ78I4KCuxwoARHSa7NvgNKxY
"The Original Rinaldi's Deli and Cafe","","","",ChIJ78I4KCuxwoARHSa7NvgNKxY
"The Palms","Mar Vista","eat","",ChIJpVYbKUy6woARHSurHU0hpGw
"The Palms","","","",ChIJpVYbKUy6woARHSurHU0hpGw
"The Paramour Estate","Silver Lake","stay","",ChIJt11h7zbHwoARqkvd5P19BzQ
"The Paramour Estate","","","",ChIJt11h7zbHwoARqkvd5P19BzQ
"The Pig and The Lady","Kaimuki","eat","",ChIJf_g4jXNuAHwRxwKtprB4Ojw
"The Pig and The Lady","","","",ChIJf_g4jXNuAHwRxwKtprB4Ojw
"The Rooster","Pico-Robertson","eat","",ChIJNy9rZYa5woARVbJF2_h40Fk
"The Rooster","","","",ChIJNy9rZYa5woARVbJF2_h40Fk
"The Rose Venice","Venice","bakery","",ChIJl54_As-6woARoSxAAI2CKdA
"The Rose Venice","","","",ChIJl54_As-6woARoSxAAI2CKdA
"The Seafood Shop Gourmet & Charcuterie","","","",ChIJlWqIZfWVwoARLDMVbOF_5Xo
"The Seafood Shop Gourmet & Charcuterie","North Hollywood","purveyors","",ChIJlWqIZfWVwoARLDMVbOF_5Xo
"The Slate Hotel Denver Downtown, Tapestry by Hilton","Central Business District","eat","",ChIJH391Erx5bIcRYh2sCwbkgN4
"The Slate Hotel Denver Downtown, Tapestry by Hilton","","","",ChIJH391Erx5bIcRYh2sCwbkgN4
"The Way We Wore","","","",ChIJ35eBeq1ZwokR1lTp8AlL6SU
"The Way We Wore","Central LA","eat","",ChIJ35eBeq1ZwokR1lTp8AlL6SU
"The Wolf's Tailor","","","",ChIJgZlxHYt4bIcRbUoKhywj5CE
"The Wolf's Tailor","Northwest","eat","",ChIJgZlxHYt4bIcRbUoKhywj5CE
"Tienda de Quesos y Vinos Los Globos","","","",ChIJ3_dG2TTs2IARMYSTTDq0JSA
"Tienda de Quesos y Vinos Los Globos","Villa de Juárez","eat","",ChIJ3_dG2TTs2IARMYSTTDq0JSA
"Tilda","Echo Park","Wine Bar","",ChIJTb-MURDHwoARtgFst_c5ul8
"Tilda","","","",ChIJTb-MURDHwoARtgFst_c5ul8
"Tito’s Tacos","Clarkdale","eat","",ChIJD7h1FD-6woARYzcOU-WVg3Y
"Tito’s Tacos","","","",ChIJD7h1FD-6woARYzcOU-WVg3Y
"Toranj Restaurant","Westwood","eat","",ChIJNdnGdTO9woAR1Yj8a8erE3A
"Toranj Restaurant","","","",ChIJNdnGdTO9woAR1Yj8a8erE3A
"TOSHI SUSHI","","","",ChIJRZkF0nu1woAReSjHSEnJq9U
"TOSHI SUSHI","Gardena","eat","",ChIJRZkF0nu1woAReSjHSEnJq9U
"Tripp Burgers","Westside Village","eat","",ChIJuT31cKO7woARgoM27ir-H60
"Tripp Burgers","","","",ChIJuT31cKO7woARgoM27ir-H60
"Twelves","East Village","eat","",ChIJo06AgcYx3YARjEmh0avGXmA
"Twelves","","","",ChIJo06AgcYx3YARjEmh0avGXmA
"Two Hommés","Inglewood","eat","",ChIJE2iu8PyxwoAR0xugqezXqWQ
"Two Hommés","","","",ChIJE2iu8PyxwoAR0xugqezXqWQ
"UCLA Mathias Botanical Garden","Westwood","nature","",ChIJfwjI14C8woARd8bd-g1DUCk
"UCLA Mathias Botanical Garden","","","",ChIJfwjI14C8woARd8bd-g1DUCk
"UKA","Central LA","eat","",ChIJFyxQKCO_woARf6OMJ9ZWJNg
"UKA","","","",ChIJFyxQKCO_woARf6OMJ9ZWJNg
"Uncle Bill's Pancake House","Manhattan Beach","eat","",ChIJd8iiiuuzwoARB1aI8rL4q6M
"Uncle Bill's Pancake House","","","",ChIJd8iiiuuzwoARB1aI8rL4q6M
"Uncle Bill's Pancake House","","","",ChIJd8iiiuuzwoARB1aI8rL4q6M
"Uncle Mac’s Kitchen","","","",ChIJyddTd6a1woARFMNxoxr1ilw
"Uncle Mac’s Kitchen","Gardena","eat","",ChIJyddTd6a1woARFMNxoxr1ilw
"Union Restaurant","","","",ChIJ6bJimnHDwoARLVTrXTHBoVY
"Union Restaurant","Old Pasadena","eat","",ChIJ6bJimnHDwoARLVTrXTHBoVY
"UOVO | Pasadena","","","",ChIJdXI9qFXDwoAR-xXkq3R8390
"UOVO | Pasadena","Pasadena","eat","",ChIJdXI9qFXDwoAR-xXkq3R8390
"US Thai Cafe","","","",ChIJTy3FFWuHa4cRDIbUxVpcLF0
"US Thai Cafe","Edgewater","coffee","",ChIJTy3FFWuHa4cRDIbUxVpcLF0
"Valle Omakase by Chef Quindere","Ejido El Porvenir","eat","",ChIJSzvhabr72IAROHQM_HROGE8
"Valle Omakase by Chef Quindere","","","",ChIJSzvhabr72IAROHQM_HROGE8
"Vendome Wines & Spirits","","","",ChIJy9p8wSS-woARIShtakb2gFY
"Vendome Wines & Spirits","North Hollywood","eat","",ChIJy9p8wSS-woARIShtakb2gFY
"Veronica's Kitchen - The Fufuland","Inglewood","eat","",ChIJR414OBm3woARKxw-Qh-b9S4
"Veronica's Kitchen - The Fufuland","","","",ChIJR414OBm3woARKxw-Qh-b9S4
"Wagyu Butcher Japanese BBQ","Northeast Torrance","purveyors","",ChIJXYKAbN-1woAREE2yYfb5IdM
"Wagyu Butcher Japanese BBQ","","","",ChIJXYKAbN-1woAREE2yYfb5IdM
"Wah Sing Dim Sum","San Gabriel","eat","",ChIJY6r-Az7bwoARaSUOvs0RMS0
"Wah Sing Dim Sum","","","",ChIJY6r-Az7bwoARaSUOvs0RMS0
"West 62nd Street","","","",ChIJmwZebdi3woAR9gEwOBs_Q6c
"West 62nd Street","South Los Angeles","eat","",ChIJmwZebdi3woAR9gEwOBs_Q6c
"Whole Foods Market","Downtown Los Angeles","purveyors","",ChIJk2wKz7XHwoARxvQQWiJGyok
"Whole Foods Market","","","",ChIJk2wKz7XHwoARxvQQWiJGyok
"Wilson Harding Driving Range","Griffith Park","eat","",ChIJsbHebaHBwoARXpY-64Z2ffc
"Wilson Harding Driving Range","","","",ChIJsbHebaHBwoARXpY-64Z2ffc
"Xiang La Hui","","","",ChIJd20UDVbFwoARr4QJI_orW0Q
"Xiang La Hui","Alhambra","eat","",ChIJd20UDVbFwoARr4QJI_orW0Q
"XUNTOS","","","",ChIJkaE_wR-lwoARJmJ-YudPXTE
"XUNTOS","Downtown","drinks","",ChIJkaE_wR-lwoARJmJ-YudPXTE
"Yang's Kitchen","Alhambra","eat","",ChIJBczrbxHFwoARl0fbvAOnGME
"Yang's Kitchen","","","",ChIJBczrbxHFwoARl0fbvAOnGME
"Yongsusan Restaurant","","","",ChIJbUuYUYLHwoARCMxYI_5enJs
"Yongsusan Restaurant","Koreatown","eat","",ChIJbUuYUYLHwoARCMxYI_5enJs
"Yunomi Handroll","","","",ChIJSXug65vHwoARL7woRsKWBV0
"Yunomi Handroll","Downtown Los Angeles","eat","",ChIJSXug65vHwoARL7woRsKWBV0
"Yunomi Handroll","","","",ChIJSXug65vHwoARL7woRsKWBV0
"凱悦 Grand Harbor","Temple City","eat","",ChIJI-PkmvvawoARlcLnArj4Jm0
"凱悦 Grand Harbor","","","",ChIJI-PkmvvawoARlcLnArj4Jm0
"成都映象 Chengdu Impression","Arcadia","eat","",ChIJ-Ve9tMLbwoARjW7Le7ZsEjY
"成都映象 Chengdu Impression","","","",ChIJ-Ve9tMLbwoARjW7Le7ZsEjY
"江戸前鮨 㐂扇 Sushi Kisen","","","",ChIJAxmyMojbwoARQDN6CvMHYCo
"江戸前鮨 㐂扇 Sushi Kisen","Arcadia","eat","",ChIJAxmyMojbwoARQDN6CvMHYCo
