Name,Instagram,Confidence,Method,Notes,GooglePlaceID,Latitude,Longitude,Address,Neighborhood,Phone,Website
Lucky 1 Restaurant,,manual_review,none,Could not find handle automatically,ChIJb4bnho_bwoAROrm4cP4br_s,34.0629935,-118.1025543,"7637 Garvey Ave, Rosemead, CA 91770, USA",Garvey,(626) 280-3718,https://www.lucky1restaurant.com/
Lucky Plaza,,manual_review,none,Could not find handle automatically,ChIJSWw72JDawoARCgPyUOhFujM,34.0801748,-118.0828253,"8526 E Valley Blvd, Rosemead, CA 91770, USA",Rosemead,(626) 307-0062,http://lucky-plaza-rosemead.keeq.io/
Lukshon,,manual_review,none,Could not find handle automatically,ChIJex_4U4K5woARx3e9f4WsS5g,34.0303091,-118.3845696,"3239 Helms Ave, Culver City, CA 90232, USA",Mid-City,(310) 202-6808,http://lukshon.com/
LULU Restaurant LA,,manual_review,none,Could not find handle automatically,ChIJk2YUd_m9woARHeliq1FRRS4,34.0596216,-118.443614,"10899 Wilshire Blvd, Los Angeles, CA 90024, USA",Westwood,(424) 999-4870,https://lulu.restaurant/
Lumière,,manual_review,none,Could not find handle automatically,ChIJ1ebP_g27woARkTzWjtho9Hw,34.0574708,-118.4157903,"2025 Ave of the Stars, Los Angeles, CA 90067, USA",Century City,(310) 424-3031,https://www.lumierebrasserie.com/?utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps
Maccheroni Republic,,manual_review,none,Could not find handle automatically,ChIJvVvovUvGwoARYrOMSp23rpQ,34.0500306,-118.2485361,"332 S Broadway, Los Angeles, CA 90013, USA",Downtown Los Angeles,(213) 346-9725,http://www.maccheronirepublic.com/
Madeo Restaurant,,manual_review,none,Could not find handle automatically,ChIJVWDzP6y-woARq0ZRjmyar_c,34.0942093,-118.3761006,"8490 Sunset Blvd, West Hollywood, CA 90069, USA",Sunset Strip,(310) 859-4903,http://madeoristorante.com/
Magokoro,,manual_review,none,Could not find handle automatically,ChIJHcInFCC9YoYR0fsPvogdoCA,25.6561493,-100.3685263,"Calz. del Valle 104 Piso 3, Del Valle San Pedro Garza García, Del Valle, 66220 Monterrey, N.L., Mexico",Del Valle,81 1071 9287,
Maison Kitsuné Los Angeles,,manual_review,none,Could not find handle automatically,ChIJib6jhfO5woARBg35yWNTVd8,34.0911708,-118.2793672,"3816 Sunset Blvd, Los Angeles, CA 90026, USA",Silver Lake,(323) 284-8866,http://maisonkitsune.com/
Majordomo,,manual_review,none,Could not find handle automatically,ChIJJxloG2HGwoARrnxMRe2L_ik,34.0690822,-118.2261672,"1725 Naud St, Los Angeles, CA 90012, USA",Central LA,(323) 545-4880,http://www.majordomo.la/
Mamie,,manual_review,none,Could not find handle automatically,ChIJieLTdES_woARcimvkZ5k2cM,34.0906829,-118.3617062,"7900 Santa Monica Blvd, West Hollywood, CA 90046, USA",Central LA,(323) 848-4894,http://www.mamiekitchen.com/
Manhattan Beach Post,,manual_review,none,Could not find handle automatically,ChIJ1xvteOuzwoAR4YYewt0xbzU,33.8852472,-118.4107417,"1142 Manhattan Ave, Manhattan Beach, CA 90266, USA",Manhattan Beach,(310) 545-5405,http://eatmbpost.com/
Manuela,,manual_review,none,Could not find handle automatically,ChIJ1c-IyT7GwoARIYcIK2TyJ3k,34.0464599,-118.2348337,"907 E 3rd St, Los Angeles, CA 90013, USA",Downtown Los Angeles,(323) 849-0480,https://manuela-la.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Maple Block Meat Co.,,manual_review,none,Could not find handle automatically,ChIJlTadNz-6woARbFsNl3JOTBY,34.0092454,-118.4146775,"3973 Sepulveda Blvd, Culver City, CA 90230, USA",Clarkdale,(310) 313-6328,http://www.mapleblockmeat.com/
Marco Polo,,manual_review,none,Could not find handle automatically,ChIJq6p62k7HwoAR27oENJ9Jv1M,34.0917222,-118.2829931,"4141 Santa Monica Blvd, Los Angeles, CA 90029, USA",Silver Lake,(323) 486-7176,https://marcopolola.com/
Margot,,manual_review,none,Could not find handle automatically,ChIJeVAatpK5woARrSmJrrPMCjc,34.0273631,-118.3869838,"8820 Washington Blvd Suite 301, Culver City, CA 90232, USA",Lucerne - Higuera,(310) 643-5853,https://www.margot.la/
Marina Del Rey Hotel,,manual_review,none,Could not find handle automatically,ChIJiSBrF2G6woARCZ4CwoQfGDE,33.9799284,-118.4459625,"13534 Bali Way, Marina Del Rey, CA 90292, USA",Marina del Rey,(310) 301-1000,https://www.marinadelreyhotel.com/?utm_source=google-local&utm_medium=organic&utm_campaign=gmb
Mario's Italian Deli & Market,,manual_review,none,Could not find handle automatically,ChIJ3atC2wbBwoARuFCpDBv0B4g,34.146095,-118.2457568,"740 E Broadway, Glendale, CA 91205, USA",Citrus Grove,(818) 242-4114,https://www.mariositaliandelimarket.com/
Mariscos y Sushi Tomateros,,manual_review,none,Could not find handle automatically,ChIJF_erafrLwoARZ6WD5nDX5eo,33.9432342,-118.2136688,"10112 State St, Lynwood, CA 90262, USA",Lynwood,(323) 895-3818,
Marouch Restaurant,,manual_review,none,Could not find handle automatically,ChIJj_dmK1THwoARB3JgAHW2gVY,34.0911119,-118.2964175,"4905 Santa Monica Blvd, Los Angeles, CA 90029, USA",East Hollywood,(323) 662-9325,http://www.hollywoodmarouch.com/
Marugame Monzo,,manual_review,none,Could not find handle automatically,ChIJfYSGw0fGwoARyMqh31EfoXg,34.0499426,-118.240048,"329 1st St, Los Angeles, CA 90012, USA",Downtown Los Angeles,(213) 346-9762,https://marugamemonzola.com/
Master Burger,,manual_review,none,Could not find handle automatically,ChIJ9QNPWPq3woARZFw0tamq9CM,34.003085,-118.3091939,"4419 S Western Ave, Los Angeles, CA 90062, USA",South Los Angeles,(323) 295-1940,https://masterburgerca.com/
Mazal,,manual_review,none,Could not find handle automatically,ChIJ1bWBF9_HwoARliht-HQf5ms,34.0746808,-118.221199,"110 N San Fernando Rd, Los Angeles, CA 90031, USA",Lincoln Heights,(323) 576-2138,http://mazal.la/
Meals By Genet,,manual_review,none,Could not find handle automatically,ChIJW9SZwxW5woARkrzV1YcRMAE,34.0566737,-118.3647262,"1053 S Fairfax Ave, Los Angeles, CA 90019, USA",Little Ethiopia,(323) 938-9304,http://mealsbygenetla.com/
Mélisse Restaurant,,manual_review,none,Could not find handle automatically,ChIJ7fOMUsSkwoARIOVuE_23I1Q,34.0245221,-118.4913563,"1104 Wilshire Blvd, Santa Monica, CA 90401, USA",Downtown,(310) 395-0881,http://citrinandmelisse.com/
Mi Corazon Mexican Cuisine,,manual_review,none,Could not find handle automatically,ChIJMeCpzcvAwoARXil55K-v0Fc,34.1058763,-118.2729202,"2609 Hyperion Ave, Los Angeles, CA 90027, USA",Central LA,(323) 522-3320,http://www.mi-corazon.net/
MIAN,,manual_review,none,Could not find handle automatically,ChIJFQOXULbawoARmCPO2ocyiMQ,34.0801432,-118.1043411,"301 W Valley Blvd #114-115, San Gabriel, CA 91776, USA",San Gabriel,(626) 693-6888,https://www.fetail.com/storev2/shop?store_id=21
MIAN West Adams,,manual_review,none,Could not find handle automatically,ChIJx_RDQoK5woARwXTlKtk5Rkg,34.032787,-118.357406,"5263 W Adams Blvd, Los Angeles, CA 90016, USA",Los Angeles,(323) 332-6176,http://miantaste.com/
Michaels,,manual_review,none,Could not find handle automatically,ChIJiRrTJM6kwoARSNux6NGQP08,34.0382875,-118.4405425,"11260 W Olympic Blvd One, Los Angeles, CA 90064, USA",Sawtelle,(310) 479-1293,https://locations.michaels.com/ca/los-angeles/5035/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places
Mignon,,manual_review,none,Could not find handle automatically,ChIJe8tyojXGwoARi1awtzaWShc,34.0446248,-118.2493266,"128 E 6th St, Los Angeles, CA 90014, USA",Downtown Los Angeles,(213) 489-0131,http://www.mignonla.com/
Mikaza Sushi & Lounge,,manual_review,none,Could not find handle automatically,ChIJASP38YjHwoARJLHR85C2PCs,34.0470531,-118.251437,"542 S Broadway, Los Angeles, CA 90013, USA",Downtown Los Angeles,(323) 685-5035,
Milo & Olive,,manual_review,none,Could not find handle automatically,ChIJM5FYc0-7woARcsHdGgoXyTU,34.0375511,-118.4760646,"2723 Wilshire Blvd, Santa Monica, CA 90403, USA",Northeast,(310) 453-6776,http://www.miloandolive.com/
Mitch's Fish Market & Sushi Bar,,manual_review,none,Could not find handle automatically,ChIJO-YwWqpvAHwRKubvaF9GWFg,21.3339681,-157.9080429,"524 Ohohia St, Honolulu, HI 96819, USA",Honolulu,(808) 837-7774,http://mitchssushi.com/
Mizlala West Adams,,manual_review,none,Could not find handle automatically,ChIJfz6TMGW5woARTAZdlUymtbs,34.0321742,-118.3607533,"5400 W Adams Blvd, Los Angeles, CA 90016, USA",Los Angeles,(323) 433-7137,https://www.mizlalarestaurants.com/westadams
Monorom Cambodian Restaurant,,manual_review,none,Could not find handle automatically,ChIJe2C9mnMx3YARcHWFkkf7zsc,33.7822407,-118.1656725,"2150 E Anaheim St, Long Beach, CA 90804, USA",Cambodia Town,(562) 434-1919,
MONTE ALBAN RESTAURANT,,manual_review,none,Could not find handle automatically,ChIJFfpTs2m7woARTTEwyM1IMwM,34.0419276,-118.4613359,"11929 Santa Monica Blvd, Los Angeles, CA 90025, USA",Sawtelle,(310) 444-7736,https://brooklynbornpizzeria.com/
Monterey Palace Restaurant,,manual_review,none,Could not find handle automatically,ChIJuYUNVarawoARLRmpIlocQzI,34.062976,-118.109058,"1001 E Garvey Ave, Monterey Park, CA 91755, USA",Garvey,(626) 571-0888,http://montereypalacerestaurant.site/
Mori Nozomi,,manual_review,none,Could not find handle automatically,ChIJh_EchAm7woAR_M_f_w6W50c,34.0333034,-118.4421762,"11500 W Pico Blvd, Los Angeles, CA 90064, USA",Sawtelle,(424) 273-1146,https://www.morinozomi.com/
Mori Sushi,,manual_review,none,Could not find handle automatically,ChIJp9ZohAm7woARvdg9Sja3QtI,34.0333478,-118.442127,"11500 W Pico Blvd, Los Angeles, CA 90064, USA",Sawtelle,(310) 479-2525,
Mt. Olomana Trail (Three Peaks),,manual_review,none,Could not find handle automatically,ChIJDS33I60UAHwRydnVaBp_3n0,21.3684109,-157.7609667,"Loop Rd, Kailua, HI 96734, USA",Kailua,,https://noahlangphotography.com/blog/mount-olomana-trail-three-peaks-oahu-hawaii
Muelle 3,,manual_review,none,Could not find handle automatically,ChIJSUObvmST2IARaT7SLK97Qj0,31.8610547,-116.6286956,"Paseo del Náutico, Sobre el malecon, Paseo Olas Altas 187, Centro, 22870 Ensenada, B.C., Mexico",Centro,646 174 0318,
Nalu Vida Venice Beach,,manual_review,none,Could not find handle automatically,ChIJI5Pg8au7woARMNq32_nJCwE,33.9792904,-118.4668602,"1 Washington Blvd, Venice, CA 90292, USA",Venice,(310) 437-0060,http://www.naluvida.com/
NBC Seafood Restaurant,,manual_review,none,Could not find handle automatically,ChIJLWHpQF7FwoAR9Vnm8mvW3YI,34.0585526,-118.1330263,"404 S Atlantic Blvd, Monterey Park, CA 91754, USA",Monterey Park,(626) 282-2323,http://www.nbcrestaurant.com/
Newcomb's Ranch,,manual_review,none,Could not find handle automatically,ChIJmyUenpTpwoAR7Yz_DetEfc4,34.329823,-118.002,"CA-2, La Cañada Flintridge, CA 91011, USA",La Cañada Flintridge,(626) 440-1001,https://www.facebook.com/NewcombsRanch/
Newport Seafood Restaurant,,manual_review,none,Could not find handle automatically,ChIJD8whBCrbwoARZFyRThKqIJI,34.1021765,-118.1068431,"518 W Las Tunas Dr, San Gabriel, CA 91776, USA",San Gabriel,(626) 289-5998,
Nick's Cafe,,manual_review,none,Could not find handle automatically,ChIJDWj_ml7GwoARovw-oXJNxXw,34.0660401,-118.2331733,"1300 N Spring St, Los Angeles, CA 90012, USA",Central LA,(323) 222-1450,https://www.nickscafela.com/
Night + Market Weho,,manual_review,none,Could not find handle automatically,ChIJ93f0oKG-woAR1g08r2EtyRY,34.0908419,-118.3891958,"9043 Sunset Blvd West, West Hollywood, CA 90069, USA",Sunset Strip,(310) 275-9724,http://www.nightmarketsong.com/
Object,,manual_review,none,Could not find handle automatically,ChIJWSulwdS4woAR7DQBNzC7ipc,34.0833128,-118.3420777,"6910 Melrose Ave, Los Angeles, CA 90038, USA",Melrose,(323) 936-0021,http://www.object-la.com/
Oc & Lau Restaurant,,manual_review,none,Could not find handle automatically,ChIJIxbGYcQn3YAR5m4f2kVYyuw,33.7732436,-117.9558653,"10130 Garden Grove Blvd, Garden Grove, CA 92843, USA",Garden Grove,(714) 636-2000,https://oclaurestaurant.com/
Ocean Bo Dim Sum Cafe,,manual_review,none,Could not find handle automatically,ChIJ5SOSgazQwoARautP8kLfZDE,34.0768516,-118.0211739,"3944 Peck Rd, El Monte, CA 91732, USA",El Monte,(626) 452-1818,http://oceanbodimsum.com/
OH LA LA,,manual_review,none,Could not find handle automatically,ChIJvUWRuH3DwoARQCEJXemfZ7Y,34.1461793,-118.1313991,"921 E Colorado Blvd, Pasadena, CA 91106, USA",Catalina Villas,(626) 583-8888,https://www.ohlalalosangeles.com/
Ohana Superette,,manual_review,none,Could not find handle automatically,ChIJ9THZtD_HwoARHbQuHXAPOdY,34.082549,-118.2731857,"2850 Sunset Blvd, Los Angeles, CA 90026, USA",Silver Lake,,http://www.ohanasuperette.la/
Olivia Restaurant,,manual_review,none,Could not find handle automatically,ChIJTasbtVrHwoAR4AXWcZFu1Kk,34.0703206,-118.2921764,"205 S Vermont Ave, Los Angeles, CA 90004, USA",Koreatown,(213) 277-1723,https://oliviarestaurantla.com/
Open Sesame Grill - Long Beach,,manual_review,none,Could not find handle automatically,ChIJxYlPETYw3YARI4v-ecGueZo,33.7603658,-118.1347418,"5215 2nd St, Long Beach, CA 90803, USA",Belmont Shore,(562) 621-1698,http://www.opensesamegrill.com/
ORA,,manual_review,none,Could not find handle automatically,ChIJW0o0Q0m3woARhowYbV87-4g,34.0050993,-118.3316601,"4331 Degnan Blvd, Los Angeles, CA 90008, USA",South Los Angeles,(323) 903-6449,https://ora.energy/
Orleans & York Inglewood,,manual_review,none,Could not find handle automatically,ChIJaUxRXwa3woARdn14D4eFFnA,33.9671065,-118.350286,"400 E Florence Ave, Inglewood, CA 90301, USA",Inglewood,(310) 671-6200,https://www.orleansandyorkdeli.com/
Orsa & Winston,,manual_review,none,Could not find handle automatically,ChIJh9W-NkrGwoARmn2KQbXkdhg,34.0484248,-118.2480162,"FARMERS AND MERCHANTS BANK BUILDING, 122 4th St, Los Angeles, CA 90013, USA",Downtown Los Angeles,(213) 687-0300,http://orsaandwinston.com/
Ospi Venice,,manual_review,none,Could not find handle automatically,ChIJmWxvuXq7woAR2IhTan5Zzp0,33.9851108,-118.4704119,"2025 Pacific Ave, Venice, CA 90291, USA",Venice,(424) 407-1957,https://ospi.com/venice
Otomisan Restaurant,,manual_review,none,Could not find handle automatically,ChIJ2RqKBAfGwoARXSZOQkp0C-E,34.0429122,-118.20839,"1st St, Los Angeles, CA 90033, USA",Central LA,(323) 526-1150,https://otomisanrestaurant.com/home
P1,,manual_review,none,Could not find handle automatically,ChIJzbINrymxwoARS2brgyK99NQ,33.9448242,-118.4006469,"1d Center Wy, Los Angeles, CA 90045, USA",Westchester,,
Palmeri Ristorante,,manual_review,none,Could not find handle automatically,ChIJX1dF91-7woARYX_H2NV6Jv0,34.0536902,-118.4636871,"11650 San Vicente Blvd, Los Angeles, CA 90049, USA",Brentwood,(310) 442-8446,http://www.palmeriristorantespa.com/
Parkers' Lighthouse,,manual_review,none,Could not find handle automatically,ChIJ845fqCUx3YARbBeWgWBGpRM,33.7598611,-118.1917967,"435 Shoreline Village Drive, Long Beach, CA 90802, USA",Waterfront,(562) 432-6500,http://www.parkerslighthouse.com/
Pasta Sisters,,manual_review,none,Could not find handle automatically,ChIJA-ZYDSu5woARRnUA678ZKvI,34.0475368,-118.3171697,"3343 W Pico Blvd, Los Angeles, CA 90019, USA",Arlington Heights,(323) 870-5271,http://www.pastasisters.com/
Paul Bar/Food,,manual_review,none,Could not find handle automatically,ChIJlZZl0p0d24AR_d4Tf3576ZI,33.8453756,-116.5053099,"3700 E Vista Chino, Palm Springs, CA 92262, USA",Palm Springs,(760) 656-4082,http://thepaulbarps.com/
Pearl River Deli,,manual_review,none,Could not find handle automatically,ChIJFYCW7ZXHwoAR-kWhlThLezI,34.0651924,-118.2381254,"935 Mei Ling Wy, Los Angeles, CA 90012, USA",Central LA,,http://www.toasttab.com/pearlriverdeli
Peking Tavern,,manual_review,none,Could not find handle automatically,ChIJNRuP28rHwoARsVROzrrmszs,34.0494687,-118.2437491,"236 S Los Angeles St suite g, Los Angeles, CA 90012, USA",Downtown Los Angeles,(213) 393-7106,https://www.pekingtavern.com/home
Pepper Tavern 四川集市,,manual_review,none,Could not find handle automatically,ChIJk_J2-DHFwoARENm2zd_p_R4,34.080006,-118.101382,"137 W Valley Blvd, San Gabriel, CA 91776, USA",San Gabriel,(626) 872-1179,https://www.peppertavern.com/
Perilla LA,,manual_review,none,Could not find handle automatically,ChIJsSNupLe5woARgIO3oWlJ9ps,34.0657094,-118.246928,"1027 Alpine St BLDG E, Los Angeles, CA 90012, USA",Chinatown,(626) 775-5645,http://perillala.com/
PERU CHICHA PERUVIAN RESTAURANT.,,manual_review,none,Could not find handle automatically,ChIJ0TrUXUG1woARnto2MZx0kkA,33.8970686,-118.3085998,"14800 S Western Ave # 103, Gardena, CA 90249, USA",Gardena,(310) 819-8665,
Petit Trois,,manual_review,none,Could not find handle automatically,ChIJydzjPNO4woAR9la4IiglqbA,34.0841618,-118.3381893,"718 Highland Ave, Los Angeles, CA 90038, USA",Central LA,(323) 468-8916,http://www.petittrois.com/
Petite Peso,,manual_review,none,Could not find handle automatically,ChIJo2MzP9LHwoARAhjwB1oZW1E,34.046316,-118.2548243,"419 W 7th St, Los Angeles, CA 90014, USA",Downtown Los Angeles,(209) 438-7376,
Phat Noodles,,manual_review,none,Could not find handle automatically,ChIJpWn9JWzLwoARVmuR936sO2k,33.8953201,-118.223792,"104 E Compton Blvd, Compton, CA 90220, USA",Compton,(424) 338-6844,
Phillips Bar-B-Que,,manual_review,none,Could not find handle automatically,ChIJ56dkOWu3woAR_iBbsRyq598,33.9766667,-118.3655556,"1517 Centinela Ave, Inglewood, CA 90302, USA",Inglewood,(310) 431-4815,https://instagram.com/phillipsbbqinglewood?utm_medium=copy_link
Phnom Penh Noodle Shack,,manual_review,none,Could not find handle automatically,ChIJ27rL9HAx3YARWSo8BUALEr4,33.7879375,-118.1675313,"1644 Cherry Ave, Long Beach, CA 90813, USA",Whittier,(562) 433-0032,https://thenoodleshack.com/?utm_source=google
Phorage Vietnamese Overland,,manual_review,none,Could not find handle automatically,ChIJ18alAsu7woARhEobtA6w-Ck,34.0276004,-118.4132482,"3300 Overland Ave, Los Angeles, CA 90034, USA",Westside Village,(310) 876-0910,http://phoragela.com/
Pinky's Los Feliz,,manual_review,none,Could not find handle automatically,ChIJ55q6W3nBwoAR7zYES5tOSfc,34.1041698,-118.2914619,"1816 N Vermont Ave, Los Angeles, CA 90027, USA",Central LA,(323) 763-0351,
Pinyon Ojai,,manual_review,none,Could not find handle automatically,ChIJ6e5sT0ml6YARrl188yS6r4g,34.4478582,-119.2428069,"423 E Ojai Ave Ste 101, Ojai, CA 93023, USA",Ojai,,https://pinyonfamily.com/ojai
Pizzana,,manual_review,none,Could not find handle automatically,ChIJa8YvKhzHwoARNsesjH1rw4s,34.0892987,-118.2765157,"3515 Sunset Blvd, Los Angeles, CA 90026, USA",Silver Lake,(213) 410-4400,https://pizzana.com/
Pizzeria Bianco,,manual_review,none,Could not find handle automatically,ChIJU4B7dFzHwoARzYn5dctIk0I,34.0343553,-118.2415658,"1320 E 7th St Suite 100, Los Angeles, CA 90021, USA",Downtown Los Angeles,(213) 372-5155,https://www.pizzeriabianco.com/los-angeles
Pizzeria Mozza,,manual_review,none,Could not find handle automatically,ChIJbWvuoNO4woARx2Xy5MvJ138,34.0831169,-118.3388666,"641 Highland Ave, Los Angeles, CA 90036, USA",Melrose,(323) 297-0101,http://www.pizzeriamozza.com/
Pizzeria Sei,,manual_review,none,Could not find handle automatically,ChIJZzA8EM25woAR4SmcyXbfxBE,34.0549589,-118.383437,"8781 W Pico Blvd, Los Angeles, CA 90035, USA",Pico-Robertson,(424) 279-9800,http://www.pizzeriasei.com/
Polaris Media Lab,,manual_review,none,Could not find handle automatically,ChIJA0KB332_woAR2jRvZu3W4KE,34.1108854,-118.328698,"2169 Willetta Ave N, Los Angeles, CA 90068, USA",Central LA,,
Pollo A La Brasa,,manual_review,none,Could not find handle automatically,ChIJy7zNpMi5woARzzZwdauukV0,34.0578089,-118.308724,"764 S Western Ave, Los Angeles, CA 90005, USA",Koreatown,(213) 387-1531,
Pop's Chicken,,manual_review,none,Could not find handle automatically,ChIJayD7-HPLwoARSk7_TXwcsPI,33.903533,-118.2239308,"117 Rosecrans Ave, Compton, CA 90222, USA",Compton,(310) 871-2837,
Porta Via Italian Foods,,manual_review,none,Could not find handle automatically,ChIJMU2GZ3zDwoARars-iw6-B9k,34.1359062,-118.1508865,"1 W California Blvd #312, Pasadena, CA 91105, USA",South Arroyo,(626) 793-9000,https://portaviafoods.com/
Post & Beam,,manual_review,none,Could not find handle automatically,ChIJHQ2ElC64woARivNi5I0WYSg,34.0098528,-118.3390278,"3767 Santa Rosalia Dr, Los Angeles, CA 90008, USA",South Los Angeles,(323) 299-5599,http://postandbeamla.com/
Potager,,manual_review,none,Could not find handle automatically,ChIJSQrn7NF-bIcRW1sYMcUq_mE,39.7340395,-104.9754778,"1109 Ogden St, Denver, CO 80218, USA",Central,(303) 246-7073,http://www.potagerrestaurant.com/
Premiere Dental Group,,manual_review,none,Could not find handle automatically,ChIJ4beo0oC6woAREssxotSlCo0,33.9826676,-118.4414876,"4560 Admiralty Way #250, Marina Del Rey, CA 90292, USA",Marina del Rey,(310) 822-3472,https://www.premieredentalgroup.com/
Primitivo Restaurante,,manual_review,none,Could not find handle automatically,ChIJ9-_YrSjv2IAR2kwffPxdoOU,32.011472,-116.6277268,"Carretera Tecate-Ensenada km 89 San Antonio de las Minas, 22753 Ensenada, B.C., Mexico",Ensenada,646 947 8523,http://www.primitivorestaurante.com/
Q,,manual_review,none,Could not find handle automatically,ChIJdVr6UrTHwoARPa44y99pcs8,34.0471236,-118.2561055,"521 W 7th St, Los Angeles, CA 90014, USA",Downtown Los Angeles,(213) 225-6285,http://qsushila.com/
Quarters Korean BBQ,,manual_review,none,Could not find handle automatically,ChIJoz3QPH3HwoAR-eUJ2juVyzQ,34.064016,-118.297709,"3465 W 6th St #C-130, Los Angeles, CA 90020, USA",Koreatown,(213) 468-0065,https://www.quarterskbbq.com/
Quintas Papagayo,,manual_review,none,Could not find handle automatically,ChIJtQcvKczY2IAR01DDSpSAc5o,31.8639247,-116.6569832,"Carr. Tijuana-Ensenada Km 108, Zona Playitas, 22870 Ensenada, B.C., Mexico",Zona Playitas,646 174 4575,https://www.quintaspapagayo.com/
R/10 Social House,,manual_review,none,Could not find handle automatically,ChIJ3xKkcKC0woARw9QdkYklyc0,33.842631,-118.39205,"179 N Harbor Dr, Redondo Beach, CA 90277, USA",South Redondo,(310) 798-2500,http://r10socialhouse.com/
"Rainforest Flora, Inc.",,manual_review,none,Could not find handle automatically,ChIJxwWKa-e0woARcWTnGdeccgA,33.8569818,-118.3542233,"19121 Hawthorne Blvd, Torrance, CA 90503, USA",West Torrance,(310) 370-8044,https://www.rainforestflora.com/
Ramona Room,,manual_review,none,Could not find handle automatically,ChIJEy4mphDHwoARejZ9zUN_d4U,34.0776068,-118.2646526,"2135 Sunset Blvd, Los Angeles, CA 90026, USA",Echo Park,(213) 699-9056,http://theramonaroom.com/
Rangoon Burmese kitchen,,manual_review,none,Could not find handle automatically,ChIJy0j-0opvAHwRWJmJld0b1rA,21.3112841,-157.8613332,"1131 Nuuanu Ave, Honolulu, HI 96817, USA",Arts District,(808) 367-0645,
Rasarumah,,manual_review,none,Could not find handle automatically,ChIJ5fd-NQDHwoARKiTGuaNIeco,34.0721039,-118.2824117,"3107 Beverly Blvd, Los Angeles, CA 90026, USA",Westlake,(213) 567-3547,http://www.rasarumah.com/
Rasselbock Kitchen & Beer Garden,,manual_review,none,Could not find handle automatically,ChIJtRAY0pgz3YARrvEEEZ40s5c,33.8313059,-118.1848126,"4020 Atlantic Ave, Long Beach, CA 90807, USA",Bixby Knolls,(562) 912-4949,http://www.rasselbocklb.com/
Ray's Texas Bbq,,manual_review,none,Could not find handle automatically,ChIJXX10eR_JwoAR7OJ1RFKTuYo,33.9865948,-118.2299478,"6038 Santa Fe Ave, Huntington Park, CA 90255, USA",Huntington Park,(310) 689-6353,http://123brisket.com/
Redbird,,manual_review,none,Could not find handle automatically,ChIJv4yVGknGwoARC_5zwy3zU5M,34.050562,-118.2440748,"114 E 2nd St, Los Angeles, CA 90012, USA",Downtown Los Angeles,(213) 788-1191,http://www.redbird.la/
Restaurant Ki,,manual_review,none,Could not find handle automatically,ChIJ6fB8aADHwoARxXCY99wLo0U,34.0500968,-118.2413802,"111 San Pedro St, Los Angeles, CA 90012, USA",Downtown Los Angeles,,https://www.exploretock.com/restaurant-ki
Revival Denver Public House,,manual_review,none,Could not find handle automatically,ChIJdf7vwDB5bIcRUKbqopeByXc,39.7431046,-104.9789215,"630 E 17th Ave, Denver, CO 80203, USA",North Capitol Hill,(720) 524-7867,http://revival-denver.com/
Rhythm Room L.A.,,manual_review,none,Could not find handle automatically,ChIJTwsCo0rGwoARKKzn_4khivA,34.046041,-118.251384,"206 W 6th St BSMT, Los Angeles, CA 90014, USA",Downtown Los Angeles,(213) 537-0394,http://www.rhythmroomla.com/
Roasted Duck by Pa Ord,,manual_review,none,Could not find handle automatically,ChIJharH4mq_woAR3f7EfNbthQ8,34.1014827,-118.3018944,"5136 Hollywood Blvd, Los Angeles, CA 90027, USA",East Hollywood,(323) 599-6511,http://www.ordroastedduck.com/
Roma Market,,manual_review,none,Could not find handle automatically,ChIJt3lehj7DwoARjFDvXyu8m78,34.1618528,-118.1323278,"918 N Lake Ave, Pasadena, CA 91104, USA",Bungalow Heaven,(626) 797-7748,
Ronan,,manual_review,none,Could not find handle automatically,ChIJu4wpBcm_woARVYpXzbD6yaU,34.0837054,-118.3492464,"7315 Melrose Ave, Los Angeles, CA 90046, USA",Fairfax,(323) 917-5100,http://ronanla.com/
Ronnie's Diner,,manual_review,none,Could not find handle automatically,ChIJ6Z6W4Ha6woARMjTJ8EzTJpA,33.9854056,-118.4251417,"12740 Culver Blvd, Los Angeles, CA 90066, USA",Del Rey,(310) 578-9399,http://ronniesdiner.com/
Rory Fashion,,manual_review,none,Could not find handle automatically,ChIJATzRP83HwoARoVm_g_CGeCM,34.0362038,-118.25425,"1100 Wall St # 108, Los Angeles, CA 90015, USA",Downtown Los Angeles,(213) 748-9003,http://roryfashion.com/
Royal Lobster LA,,manual_review,none,Could not find handle automatically,ChIJk4nvq9-5woARwK1RG8aP2ZY,34.0760866,-118.3060305,"4450 Beverly Blvd, Los Angeles, CA 90004, USA",Koreatown,(808) 900-2983,https://www.royallobsterla.com/
Rustic Canyon,,manual_review,none,Could not find handle automatically,ChIJVSrXF8qkwoARXxeoyWyDrHk,34.0250795,-118.4913174,"1119 Wilshire Blvd, Santa Monica, CA 90401, USA",Wilshire Montana,(310) 393-7050,http://www.rusticcanyonrestaurant.com/
Rusty Pot Café,,manual_review,none,Could not find handle automatically,ChIJcZjf9AG3woARtuMPblEtqpE,33.9599279,-118.3516982,"324 S Market St, Inglewood, CA 90301, USA",Inglewood,(310) 412-5901,https://rustypotcafe.com/?utm_source=google
